0.51053,0.15565,0.093414,0.010927,0.18683,0.021854,0.095481,0.11308,1.3745,243
0.50915,0.14865,0.09299,0.010012,0.18598,0.020024,0.095349,0.11255,1.306,244
0.49004,0.14804,0.0872,0.0099342,0.1744,0.019868,0.094668,0.10989,1.1282,245
0.48866,0.14857,0.086785,0.010002,0.17357,0.020004,0.09463,0.10973,1.1282,246
0.46833,0.13908,0.080756,0.0088199,0.16151,0.01764,0.094003,0.10692,1.1276,247
0.46455,0.13994,0.07965,0.0089244,0.1593,0.017849,0.093922,0.10653,1.1007,248
0.4271,0.11039,0.068963,0.005663,0.13793,0.011326,0.093254,0.10221,1.1007,249
0.4289,0.10769,0.069463,0.0053989,0.13893,0.010798,0.093265,0.1023,0.86125,250
0.42258,0.12007,0.067707,0.006657,0.13541,0.013314,0.093232,0.10208,0.86125,251
0.41814,0.117,0.06648,0.006333,0.13296,0.012666,0.093197,0.10168,0.81823,252
0.41706,0.10066,0.066185,0.0047388,0.13237,0.0094777,0.09318,0.10128,0.77175,253
0.40874,0.10291,0.06391,0.0049452,0.12782,0.0098904,0.093149,0.10076,0.77175,254
0.39086,0.098742,0.059118,0.0045657,0.11824,0.0091313,0.093146,0.099626,0.74932,255
0.38607,0.10275,0.057856,0.0049307,0.11571,0.0098615,0.093152,0.099433,0.74739,256
0.39492,0.098831,0.060194,0.0045737,0.12039,0.0091473,0.09314,0.09985,0.74656,257
0.36977,0.083707,0.053634,0.0033139,0.10727,0.0066278,0.093278,0.09845,0.65832,258
0.35305,0.087563,0.049426,0.003617,0.098851,0.007234,0.093419,0.097878,0.57243,259
0.35515,0.090684,0.049947,0.0038715,0.099895,0.007743,0.093386,0.097975,0.57243,260
0.346,0.083651,0.047688,0.0033096,0.095375,0.0066192,0.093514,0.097631,0.50321,261
0.35381,0.076531,0.049614,0.0027833,0.099229,0.0055666,0.093448,0.097814,0.46692,262
0.33358,0.086427,0.044684,0.0035264,0.089369,0.0070529,0.093664,0.097327,0.45116,263
0.33354,0.073815,0.044674,0.0025939,0.089348,0.0051878,0.09372,0.097253,0.45116,264
0.29465,0.068815,0.035755,0.0022618,0.071511,0.0045237,0.094423,0.096685,0.45116,265
0.32461,0.068867,0.04256,0.0022652,0.08512,0.0045304,0.093879,0.097051,0.45116,266
0.32692,0.07405,0.043103,0.00261,0.086206,0.0052201,0.093819,0.097117,0.44823,267
0.30137,0.07334,0.03724,0.0025614,0.074481,0.0051229,0.094267,0.096749,0.42976,268
0.31626,0.066378,0.040618,0.0021079,0.081236,0.0042158,0.09403,0.096907,0.40506,269
0.2958,0.071943,0.036007,0.0024671,0.072014,0.0049342,0.094382,0.096698,0.40506,270
0.2931,0.064848,0.035415,0.0020139,0.070831,0.0040278,0.094476,0.096669,0.40461,271
0.27502,0.055415,0.03155,0.0014798,0.0631,0.0029597,0.09491,0.096613,0.40461,272
0.2924,0.068911,0.035263,0.0022681,0.070525,0.0045361,0.094467,0.096671,0.38359,273
0.27247,0.053637,0.03102,0.001388,0.062039,0.0027761,0.094977,0.096615,0.38359,274
0.26502,0.047561,0.029488,0.0010958,0.058976,0.0021916,0.095177,0.096635,0.38359,275
0.26059,0.049213,0.028594,0.0011719,0.057187,0.0023439,0.095271,0.09665,0.38359,276
0.26983,0.054324,0.030474,0.0014232,0.060948,0.0028464,0.095032,0.096618,0.38359,277
0.26278,0.05261,0.029034,0.0013363,0.058069,0.0026726,0.095203,0.096638,0.38359,278
0.26686,0.047617,0.029864,0.0010983,0.059728,0.0021967,0.095134,0.096629,0.33049,279
0.25557,0.047068,0.027593,0.0010735,0.055185,0.0021471,0.0954,0.096678,0.30455,280
0.23175,0.037231,0.023044,0.00067611,0.046087,0.0013522,0.096025,0.096895,0.30455,281
0.22617,0.043845,0.022028,0.00093354,0.044056,0.0018671,0.096129,0.096942,0.30455,282
0.23594,0.036865,0.02382,0.00066304,0.047641,0.0013261,0.095923,0.096852,0.28411,283
0.23699,0.038168,0.024016,0.00071011,0.048033,0.0014202,0.095892,0.096839,0.25179,284
0.23479,0.037439,0.023606,0.00068359,0.047211,0.0013672,0.095949,0.096863,0.25179,285
0.24311,0.039162,0.025172,0.00074711,0.050343,0.0014942,0.095738,0.09678,0.25179,286
0.22133,0.040565,0.021163,0.00080085,0.042326,0.0016017,0.096265,0.097009,0.25179,287
0.22727,0.0392,0.022226,0.00074853,0.044453,0.0014971,0.096126,0.096941,0.24371,288
0.20907,0.035073,0.019036,0.00060086,0.038071,0.0012017,0.096596,0.09719,0.20062,289
0.22372,0.036698,0.021589,0.00065714,0.043177,0.0013143,0.096226,0.09699,0.20062,290
0.20623,0.033732,0.018555,0.0005563,0.037111,0.0011126,0.096673,0.097235,0.20062,291
0.19986,0.032858,0.0175,0.00052813,0.035,0.0010563,0.096834,0.097333,0.20062,292
0.20528,0.031028,0.018397,0.00047152,0.036795,0.00094304,0.096708,0.097256,0.20062,293
0.19688,0.026446,0.017015,0.00034358,0.03403,0.00068717,0.096935,0.097398,0.18458,294
0.1817,0.025308,0.014638,0.00031491,0.029276,0.00062981,0.09731,0.097652,0.18458,295
0.21089,0.034895,0.019344,0.00059487,0.038688,0.0011897,0.096552,0.097164,0.18458,296
0.18719,0.027038,0.015481,0.00035899,0.030961,0.00071799,0.09717,0.097554,0.17751,297
0.18676,0.023536,0.015413,0.00027267,0.030825,0.00054534,0.097194,0.097571,0.16995,298
0.17552,0.021056,0.013714,0.00021859,0.027428,0.00043718,0.097474,0.09777,0.15367,299
0.17992,0.022269,0.014369,0.00024431,0.028738,0.00048861,0.097364,0.097691,0.15367,300
0.17995,0.02764,0.014373,0.00037501,0.028746,0.00075003,0.097343,0.097676,0.15367,301
0.16971,0.025557,0.01287,0.00032107,0.02574,0.00064215,0.097595,0.097861,0.15359,302
0.1701,0.023191,0.012927,0.0002648,0.025854,0.00052959,0.097595,0.097861,0.15359,303
0.16716,0.019746,0.012508,0.00019241,0.025017,0.00038483,0.097675,0.097922,0.13536,304
0.16039,0.017855,0.011566,0.00015752,0.023133,0.00031505,0.097839,0.098048,0.13112,305
0.15715,0.020299,0.011127,0.00020325,0.022254,0.00040651,0.097905,0.098101,0.13112,306
0.15452,0.021391,0.010777,0.00022555,0.021553,0.00045111,0.097961,0.098145,0.12846,307
0.16323,0.021342,0.011958,0.00022452,0.023915,0.00044904,0.097762,0.097988,0.12846,308
0.15551,0.016807,0.010908,0.00013967,0.021815,0.00027934,0.097953,0.098139,0.12428,309
0.14691,0.014125,0.0097904,9.8828e-05,0.019581,0.00019766,0.098152,0.098301,0.12428,310
0.14941,0.016792,0.01011,0.00013943,0.02022,0.00027885,0.09809,0.09825,0.10836,311
0.14484,0.014049,0.009529,9.7769e-05,0.019058,0.00019554,0.098198,0.098339,0.10836,312
0.14358,0.018924,0.0093717,0.00017682,0.018743,0.00035364,0.098212,0.09835,0.10299,313
0.13854,0.014604,0.0087553,0.00010561,0.017511,0.00021122,0.098332,0.098451,0.10299,314
0.13337,0.014452,0.0081416,0.00010343,0.016283,0.00020686,0.098441,0.098544,0.09582,315
0.14658,0.021053,0.0097486,0.00021854,0.019497,0.00043707,0.098139,0.09829,0.09582,316
0.12446,0.011659,0.0071311,6.7438e-05,0.014262,0.00013488,0.098629,0.098707,0.084761,317
0.13117,0.011701,0.007886,6.7928e-05,0.015772,0.00013586,0.098493,0.098589,0.069047,318
0.1274,0.012791,0.0074584,8.1109e-05,0.014917,0.00016222,0.098567,0.098653,0.069047,319
0.12626,0.013223,0.0073311,8.6653e-05,0.014662,0.00017331,0.098589,0.098673,0.067133,320
